name,x1,y1,x2,y2
1,71,291,91,312
1A,120,301,139,321
2,43,258,68,282
3,13,199,36,219
4,4,162,26,186
5,11,103,31,128
6,53,7,79,29
7,315,44,341,66
7A,296,6,321,29
8,344,108,369,133
9,369,139,394,164
10,373,227,394,256
11,360,274,384,297
