name,x1,y1,x2,y2
10,242,267,264,289
1,44,274,66,296
2,30,246,52,268
3,23,214,45,236
4,0,155,22,177
5,23,57,45,79
6,299,15,321,37
7,378,116,400,138
5A,368,157,390,179
8,351,208,373,230
9,278,250,300,272
