name,x1,y1,x2,y2
1,70,290,92,312
2,54,257,76,279
3,45,230,67,252
4,6,155,28,177
5,36,38,58,60
5A,272,51,294,73
6,342,52,364,74
8,373,242,395,264
9,321,289,343,311
