name,x1,y1,x2,y2
3HJ,286,800,377,891
2AB,19,703,109,796
1HJ,286,571,377,700
2HJ,286,703,377,796
3AB,19,800,110,892
5AB,19,992,110,1086
6AB,19,1089,110,1182
1EF,153,576,243,700
3EF,153,798,244,891
5EF,153,991,244,1084
6EF,153,1087,244,1181
2EF,153,702,244,794
4AB,19,896,110,989
L11,72,277,146,348
4HJ,286,896,377,989
6HJ,286,1089,377,1182
5HJ,286,992,377,1086
L35,11,1314,92,1378
L37,305,1314,385,1378
1AB,19,571,109,700
4EF,153,894,244,988
