name,x1,y1,x2,y2
1AB,20,527,117,647
2AB,20,650,117,752
3AB,20,755,117,857
4AB,20,860,117,962
1EF,151,511,247,631
2EF,151,634,247,735
3EF,151,738,247,839
4EF,151,842,247,943
1HJ,281,527,377,647
2HJ,281,650,377,752
3HJ,281,755,377,857
4HJ,281,860,377,962
L37,14,1147,92,1210
L38,307,1147,387,1210
