name,x1,y1,x2,y2
1AB,23,528,117,647
2AB,23,649,117,751
3AB,23,753,117,854
4AB,23,854,117,954
1EF,152,506,247,626
2EF,152,627,247,727
3EF,152,729,247,830
4EF,152,832,247,934
1HJ,281,528,376,647
2HJ,281,649,376,751
3HJ,281,753,376,854
4HJ,281,854,376,954
L11,61,272,149,345
L37,12,1145,94,1208
L38,306,1145,387,1208
